family,variant,symbol,timeframe,requested_range,actual_range,net_perf_pct,asset_symbol,asset_perf_pct,excess_vs_asset_pct,beat_asset,strategy_max_drawdown_pct,asset_max_drawdown_pct,positions,win_rate_pct,notes
Moving-average trend,"SMA40/SMA150 cross, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2275.27,SMH,4807.43,-2532.16,False,-33.62,-45.3,12,66.67,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA10/SMA200 cross, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2240.24,SMH,4807.43,-2567.19,False,-36.02,-45.3,15,40.0,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA10/SMA200 cross, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2240.24,SMH,4807.43,-2567.19,False,-36.02,-45.3,15,40.0,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA10/SMA200 cross, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2240.24,SMH,4807.43,-2567.19,False,-36.02,-45.3,15,40.0,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA10/SMA200 cross, 30% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2240.24,SMH,4807.43,-2567.19,False,-36.02,-45.3,15,40.0,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA3/SMA300 cross, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2208.75,SMH,4807.43,-2598.68,False,-28.95,-45.3,17,41.18,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA3/SMA300 cross, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2208.75,SMH,4807.43,-2598.68,False,-28.95,-45.3,17,41.18,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA3/SMA300 cross, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2208.75,SMH,4807.43,-2598.68,False,-28.95,-45.3,17,41.18,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA3/SMA300 cross, 30% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2208.75,SMH,4807.43,-2598.68,False,-28.95,-45.3,17,41.18,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA30/SMA150 state, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2191.23,SMH,4807.43,-2616.2,False,-33.62,-45.3,15,60.0,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA50/SMA100 cross, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2190.78,SMH,4807.43,-2616.65,False,-33.62,-45.3,17,64.71,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA50/SMA100 cross, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2190.78,SMH,4807.43,-2616.65,False,-33.62,-45.3,17,64.71,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA50/SMA100 cross, 30% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2190.78,SMH,4807.43,-2616.65,False,-33.62,-45.3,17,64.71,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA50/SMA100 state, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2190.78,SMH,4807.43,-2616.65,False,-33.62,-45.3,17,64.71,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA50/SMA100 state, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2190.78,SMH,4807.43,-2616.65,False,-33.62,-45.3,17,64.71,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA50/SMA100 state, 30% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2190.78,SMH,4807.43,-2616.65,False,-33.62,-45.3,17,64.71,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA50/SMA100 cross, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2184.42,SMH,4807.43,-2623.01,False,-33.62,-45.3,17,64.71,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA50/SMA100 state, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2175.67,SMH,4807.43,-2631.76,False,-33.62,-45.3,18,61.11,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA63/SMA126 cross, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2171.97,SMH,4807.43,-2635.46,False,-33.62,-45.3,13,76.92,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA63/SMA126 cross, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2171.97,SMH,4807.43,-2635.46,False,-33.62,-45.3,13,76.92,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA63/SMA126 cross, 30% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2171.97,SMH,4807.43,-2635.46,False,-33.62,-45.3,13,76.92,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA63/SMA126 state, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2171.97,SMH,4807.43,-2635.46,False,-33.62,-45.3,13,76.92,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA63/SMA126 state, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2171.97,SMH,4807.43,-2635.46,False,-33.62,-45.3,13,76.92,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA63/SMA126 state, 30% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2171.97,SMH,4807.43,-2635.46,False,-33.62,-45.3,13,76.92,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA63/SMA126 state, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2166.94,SMH,4807.43,-2640.49,False,-33.62,-45.3,16,75.0,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA63/SMA100 cross, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2148.61,SMH,4807.43,-2658.82,False,-33.62,-45.3,15,73.33,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA20/SMA150 state, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2141.56,SMH,4807.43,-2665.88,False,-33.86,-45.3,19,47.37,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA21/SMA150 cross, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2131.92,SMH,4807.43,-2675.51,False,-33.62,-45.3,15,53.33,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA21/SMA150 cross, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2131.92,SMH,4807.43,-2675.51,False,-33.62,-45.3,15,53.33,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA21/SMA150 cross, 30% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2131.92,SMH,4807.43,-2675.51,False,-33.62,-45.3,15,53.33,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA21/SMA150 state, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2131.92,SMH,4807.43,-2675.51,False,-33.62,-45.3,15,53.33,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA21/SMA150 state, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2131.92,SMH,4807.43,-2675.51,False,-33.62,-45.3,15,53.33,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA21/SMA150 state, 30% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2131.92,SMH,4807.43,-2675.51,False,-33.62,-45.3,15,53.33,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA30/SMA200 state, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2104.7,SMH,4807.43,-2702.74,False,-33.62,-45.3,10,70.0,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA30/SMA200 state, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2104.7,SMH,4807.43,-2702.74,False,-33.62,-45.3,10,70.0,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA30/SMA200 state, 30% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2104.7,SMH,4807.43,-2702.74,False,-33.62,-45.3,10,70.0,Daily MA parameter search; optimized in-sample; no costs/slippage.
SMH/SOXL relative-strength rotation,"Choose stronger of SMH/SOXL by 12-month return if positive, else AGG",SMH/SOXL/AGG,"Daily signal, monthly rebalance",2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2092.61,SMH,4807.43,-2714.82,False,-88.31,-45.3,40,62.5,Monthly ETF rotation parameter search; benchmark listed in asset_symbol.
Moving-average trend,"SMA63/SMA150 cross, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2089.27,SMH,4807.43,-2718.16,False,-33.62,-45.3,11,63.64,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA63/SMA150 cross, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2089.27,SMH,4807.43,-2718.16,False,-33.62,-45.3,11,63.64,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA63/SMA150 cross, 30% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2089.27,SMH,4807.43,-2718.16,False,-33.62,-45.3,11,63.64,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA63/SMA150 state, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2089.27,SMH,4807.43,-2718.16,False,-33.62,-45.3,11,63.64,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA63/SMA150 state, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2089.27,SMH,4807.43,-2718.16,False,-33.62,-45.3,11,63.64,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA63/SMA150 state, 30% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2089.27,SMH,4807.43,-2718.16,False,-33.62,-45.3,11,63.64,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA50/SMA126 cross, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2084.34,SMH,4807.43,-2723.09,False,-33.62,-45.3,13,76.92,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA50/SMA126 cross, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2084.34,SMH,4807.43,-2723.09,False,-33.62,-45.3,13,76.92,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA50/SMA126 cross, 30% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2084.34,SMH,4807.43,-2723.09,False,-33.62,-45.3,13,76.92,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA50/SMA126 state, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2084.34,SMH,4807.43,-2723.09,False,-33.62,-45.3,13,76.92,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA50/SMA126 state, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2084.34,SMH,4807.43,-2723.09,False,-33.62,-45.3,13,76.92,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA50/SMA126 state, 30% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2084.34,SMH,4807.43,-2723.09,False,-33.62,-45.3,13,76.92,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA63/SMA126 cross, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2074.32,SMH,4807.43,-2733.11,False,-33.62,-45.3,13,76.92,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA21/SMA150 state, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2074.05,SMH,4807.43,-2733.39,False,-33.62,-45.3,17,47.06,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA30/SMA200 cross, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2073.28,SMH,4807.43,-2734.16,False,-33.62,-45.3,9,66.67,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA30/SMA200 cross, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2073.28,SMH,4807.43,-2734.16,False,-33.62,-45.3,9,66.67,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA30/SMA200 cross, 30% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2073.28,SMH,4807.43,-2734.16,False,-33.62,-45.3,9,66.67,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA13/SMA150 state, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2066.81,SMH,4807.43,-2740.63,False,-33.89,-45.3,21,47.62,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA13/SMA150 state, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2066.81,SMH,4807.43,-2740.63,False,-33.89,-45.3,21,47.62,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA13/SMA150 state, 30% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2066.81,SMH,4807.43,-2740.63,False,-33.89,-45.3,21,47.62,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA5/SMA252 state, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2059.38,SMH,4807.43,-2748.05,False,-33.33,-45.3,18,33.33,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA5/SMA252 state, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2059.38,SMH,4807.43,-2748.05,False,-33.33,-45.3,18,33.33,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA5/SMA252 state, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2059.38,SMH,4807.43,-2748.05,False,-33.33,-45.3,18,33.33,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA5/SMA252 state, 30% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2059.38,SMH,4807.43,-2748.05,False,-33.33,-45.3,18,33.33,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA50/SMA126 state, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2050.03,SMH,4807.43,-2757.4,False,-33.62,-45.3,16,75.0,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA30/SMA200 state, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2049.23,SMH,4807.43,-2758.2,False,-33.62,-45.3,12,66.67,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA13/SMA150 state, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2045.45,SMH,4807.43,-2761.98,False,-34.55,-45.3,21,47.62,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA50/SMA200 cross, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2045.11,SMH,4807.43,-2762.32,False,-33.62,-45.3,8,75.0,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA50/SMA200 cross, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2045.11,SMH,4807.43,-2762.32,False,-33.62,-45.3,8,75.0,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA50/SMA200 cross, 30% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2045.11,SMH,4807.43,-2762.32,False,-33.62,-45.3,8,75.0,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA20/SMA200 cross, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2041.02,SMH,4807.43,-2766.41,False,-36.75,-45.3,9,55.56,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA20/SMA200 cross, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2041.02,SMH,4807.43,-2766.41,False,-36.75,-45.3,9,55.56,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA20/SMA200 cross, 30% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2041.02,SMH,4807.43,-2766.41,False,-36.75,-45.3,9,55.56,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA63/SMA100 cross, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2040.26,SMH,4807.43,-2767.17,False,-33.62,-45.3,15,73.33,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA63/SMA100 cross, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2040.26,SMH,4807.43,-2767.17,False,-33.62,-45.3,15,73.33,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA63/SMA100 cross, 30% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2040.26,SMH,4807.43,-2767.17,False,-33.62,-45.3,15,73.33,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA63/SMA100 state, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2040.26,SMH,4807.43,-2767.17,False,-33.62,-45.3,15,73.33,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA63/SMA100 state, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2040.26,SMH,4807.43,-2767.17,False,-33.62,-45.3,15,73.33,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA63/SMA100 state, 30% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2040.26,SMH,4807.43,-2767.17,False,-33.62,-45.3,15,73.33,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA20/SMA200 state, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2027.19,SMH,4807.43,-2780.24,False,-36.75,-45.3,10,50.0,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA20/SMA200 state, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2027.19,SMH,4807.43,-2780.24,False,-36.75,-45.3,10,50.0,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA20/SMA200 state, 30% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2027.19,SMH,4807.43,-2780.24,False,-36.75,-45.3,10,50.0,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA126/SMA252 cross, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2026.67,SMH,4807.43,-2780.76,False,-35.74,-45.3,6,83.33,Daily MA parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA126/SMA252 cross, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,2026.67,SMH,4807.43,-2780.76,False,-35.74,-45.3,6,83.33,Daily MA parameter search; optimized in-sample; no costs/slippage.
