family,variant,symbol,timeframe,requested_range,actual_range,net_perf_pct,asset_symbol,asset_perf_pct,excess_vs_asset_pct,beat_asset,strategy_max_drawdown_pct,asset_max_drawdown_pct,positions,win_rate_pct,notes
RSI pullback,"RSI4<=20, above SMA50, exit above SMA3, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,79.22,SMH,4807.43,-4728.21,False,-26.66,-45.3,121,66.94,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=15, above SMA20, exit above SMA10, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,78.94,SMH,4807.43,-4728.49,False,-10.51,-45.3,352,19.03,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=15, above SMA20, exit above SMA10, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,78.94,SMH,4807.43,-4728.49,False,-10.51,-45.3,352,19.03,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=15, above SMA20, exit above SMA10, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,78.94,SMH,4807.43,-4728.49,False,-10.51,-45.3,352,19.03,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=15, above SMA20, exit above SMA10, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,78.94,SMH,4807.43,-4728.49,False,-10.51,-45.3,352,19.03,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=10, above SMA200, exit above SMA3, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,78.94,SMH,4807.43,-4728.49,False,-12.05,-45.3,70,74.29,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=25, above SMA50, exit above SMA10, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,78.86,SMH,4807.43,-4728.58,False,-22.29,-45.3,109,64.22,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=25, above SMA50, exit above SMA10, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,78.86,SMH,4807.43,-4728.58,False,-22.29,-45.3,109,64.22,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=25, above SMA50, exit above SMA10, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,78.86,SMH,4807.43,-4728.58,False,-22.29,-45.3,109,64.22,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=25, above SMA50, exit above SMA10, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,78.86,SMH,4807.43,-4728.58,False,-22.29,-45.3,109,64.22,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA200, exit above SMA50, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,78.24,SMH,4807.43,-4729.19,False,-16.44,-45.3,113,27.43,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA200, exit above SMA50, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,78.24,SMH,4807.43,-4729.19,False,-16.44,-45.3,113,27.43,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA200, exit above SMA50, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,78.24,SMH,4807.43,-4729.19,False,-16.44,-45.3,113,27.43,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=5, above SMA200, exit above SMA2, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,78.04,SMH,4807.43,-4729.39,False,-6.39,-45.3,90,70.0,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA200, exit above SMA10, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,77.71,SMH,4807.43,-4729.72,False,-16.3,-45.3,73,64.38,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA200, exit above SMA10, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,77.71,SMH,4807.43,-4729.72,False,-16.3,-45.3,73,64.38,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA200, exit above SMA10, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,77.71,SMH,4807.43,-4729.72,False,-16.3,-45.3,73,64.38,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=5, above SMA150, exit above SMA3, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,77.66,SMH,4807.43,-4729.77,False,-6.88,-45.3,79,72.15,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=20, above SMA150, exit above SMA20, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,77.07,SMH,4807.43,-4730.36,False,-32.74,-45.3,142,47.89,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=10, above SMA150, exit above SMA3, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,76.98,SMH,4807.43,-4730.45,False,-9.83,-45.3,64,79.69,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=10, above SMA150, exit above SMA3, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,76.98,SMH,4807.43,-4730.45,False,-9.83,-45.3,64,79.69,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=10, above SMA150, exit above SMA3, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,76.98,SMH,4807.43,-4730.45,False,-9.83,-45.3,64,79.69,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA150, exit above SMA20, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,76.97,SMH,4807.43,-4730.46,False,-26.79,-45.3,106,49.06,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA150, exit above SMA20, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,76.97,SMH,4807.43,-4730.46,False,-26.79,-45.3,106,49.06,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA150, exit above SMA20, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,76.97,SMH,4807.43,-4730.46,False,-26.79,-45.3,106,49.06,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=5, above SMA50, exit above SMA5, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,76.85,SMH,4807.43,-4730.58,False,-28.19,-45.3,121,64.46,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=5, above SMA50, exit above SMA5, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,76.85,SMH,4807.43,-4730.58,False,-28.19,-45.3,121,64.46,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=5, above SMA50, exit above SMA5, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,76.85,SMH,4807.43,-4730.58,False,-28.19,-45.3,121,64.46,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=5, above SMA50, exit above SMA5, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,76.85,SMH,4807.43,-4730.58,False,-28.19,-45.3,121,64.46,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=15, above SMA100, exit above SMA20, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,76.84,SMH,4807.43,-4730.59,False,-25.69,-45.3,160,35.62,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=15, above SMA100, exit above SMA20, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,76.84,SMH,4807.43,-4730.59,False,-25.69,-45.3,160,35.62,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=15, above SMA100, exit above SMA20, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,76.84,SMH,4807.43,-4730.59,False,-25.69,-45.3,160,35.62,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=3, above SMA50, exit above SMA5, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,76.35,SMH,4807.43,-4731.08,False,-26.5,-45.3,119,63.87,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=3, above SMA50, exit above SMA5, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,76.35,SMH,4807.43,-4731.08,False,-26.5,-45.3,119,63.87,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=3, above SMA50, exit above SMA5, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,76.35,SMH,4807.43,-4731.08,False,-26.5,-45.3,119,63.87,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=3, above SMA50, exit above SMA5, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,76.35,SMH,4807.43,-4731.08,False,-26.5,-45.3,119,63.87,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA200, exit above SMA2, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,76.24,SMH,4807.43,-4731.19,False,-5.86,-45.3,77,71.43,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA200, exit above SMA2, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,76.24,SMH,4807.43,-4731.19,False,-5.86,-45.3,77,71.43,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA200, exit above SMA2, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,76.24,SMH,4807.43,-4731.19,False,-5.86,-45.3,77,71.43,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA200, exit above SMA2, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,76.24,SMH,4807.43,-4731.19,False,-5.86,-45.3,77,71.43,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA200, exit above SMA20, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,75.6,SMH,4807.43,-4731.84,False,-17.37,-45.3,90,45.56,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA200, exit above SMA20, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,75.6,SMH,4807.43,-4731.84,False,-17.37,-45.3,90,45.56,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA200, exit above SMA20, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,75.6,SMH,4807.43,-4731.84,False,-17.37,-45.3,90,45.56,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=10, above SMA20, exit above SMA10, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,75.49,SMH,4807.43,-4731.94,False,-11.52,-45.3,330,19.09,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=10, above SMA20, exit above SMA10, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,75.49,SMH,4807.43,-4731.94,False,-11.52,-45.3,330,19.09,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=10, above SMA20, exit above SMA10, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,75.49,SMH,4807.43,-4731.94,False,-11.52,-45.3,330,19.09,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=10, above SMA20, exit above SMA10, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,75.49,SMH,4807.43,-4731.94,False,-11.52,-45.3,330,19.09,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=25, above SMA100, exit above SMA2, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,75.26,SMH,4807.43,-4732.17,False,-17.25,-45.3,186,59.14,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=25, above SMA100, exit above SMA2, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,75.26,SMH,4807.43,-4732.17,False,-17.25,-45.3,186,59.14,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=25, above SMA100, exit above SMA2, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,75.26,SMH,4807.43,-4732.17,False,-17.25,-45.3,186,59.14,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=25, above SMA20, exit above SMA10, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,74.74,SMH,4807.43,-4732.7,False,-14.75,-45.3,406,18.72,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=25, above SMA20, exit above SMA10, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,74.74,SMH,4807.43,-4732.7,False,-14.75,-45.3,406,18.72,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=25, above SMA20, exit above SMA10, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,74.74,SMH,4807.43,-4732.7,False,-14.75,-45.3,406,18.72,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=25, above SMA20, exit above SMA10, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,74.74,SMH,4807.43,-4732.7,False,-14.75,-45.3,406,18.72,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=10, above SMA200, exit above SMA2, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,74.18,SMH,4807.43,-4733.25,False,-9.54,-45.3,77,68.83,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=10, above SMA150, exit above SMA20, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,74.16,SMH,4807.43,-4733.28,False,-23.93,-45.3,78,51.28,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=20, above SMA20, exit above SMA10, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,74.12,SMH,4807.43,-4733.32,False,-12.08,-45.3,384,18.75,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=20, above SMA20, exit above SMA10, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,74.12,SMH,4807.43,-4733.32,False,-12.08,-45.3,384,18.75,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=20, above SMA20, exit above SMA10, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,74.12,SMH,4807.43,-4733.32,False,-12.08,-45.3,384,18.75,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=20, above SMA20, exit above SMA10, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,74.12,SMH,4807.43,-4733.32,False,-12.08,-45.3,384,18.75,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA100, exit above SMA2, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,73.7,SMH,4807.43,-4733.73,False,-10.2,-45.3,107,64.49,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA100, exit above SMA2, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,73.7,SMH,4807.43,-4733.73,False,-10.2,-45.3,107,64.49,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA100, exit above SMA2, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,73.7,SMH,4807.43,-4733.73,False,-10.2,-45.3,107,64.49,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=15, above SMA50, exit above SMA2, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,73.62,SMH,4807.43,-4733.81,False,-24.34,-45.3,102,66.67,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=15, above SMA50, exit above SMA2, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,73.62,SMH,4807.43,-4733.81,False,-24.34,-45.3,102,66.67,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=15, above SMA50, exit above SMA2, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,73.62,SMH,4807.43,-4733.81,False,-24.34,-45.3,102,66.67,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=10, above SMA100, exit above SMA5, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,73.52,SMH,4807.43,-4733.92,False,-17.97,-45.3,62,77.42,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA100, exit above SMA5, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,72.64,SMH,4807.43,-4734.79,False,-9.61,-45.3,69,75.36,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA100, exit above SMA3, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,72.59,SMH,4807.43,-4734.84,False,-15.7,-45.3,94,70.21,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA100, exit above SMA3, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,72.59,SMH,4807.43,-4734.84,False,-15.7,-45.3,94,70.21,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA100, exit above SMA3, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,72.59,SMH,4807.43,-4734.84,False,-15.7,-45.3,94,70.21,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=10, above SMA150, exit above SMA10, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,72.54,SMH,4807.43,-4734.9,False,-20.46,-45.3,63,74.6,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA150, exit above SMA3, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,72.35,SMH,4807.43,-4735.09,False,-6.88,-45.3,70,74.29,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA150, exit above SMA3, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,72.35,SMH,4807.43,-4735.09,False,-6.88,-45.3,70,74.29,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA150, exit above SMA3, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,72.35,SMH,4807.43,-4735.09,False,-6.88,-45.3,70,74.29,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA150, exit above SMA20, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,72.31,SMH,4807.43,-4735.12,False,-17.87,-45.3,92,41.3,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA150, exit above SMA20, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,72.31,SMH,4807.43,-4735.12,False,-17.87,-45.3,92,41.3,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA150, exit above SMA20, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,72.31,SMH,4807.43,-4735.12,False,-17.87,-45.3,92,41.3,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=10, above SMA150, exit above SMA2, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,72.3,SMH,4807.43,-4735.13,False,-9.54,-45.3,70,71.43,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=10, above SMA150, exit above SMA2, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,72.3,SMH,4807.43,-4735.13,False,-9.54,-45.3,70,71.43,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=10, above SMA150, exit above SMA2, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,72.3,SMH,4807.43,-4735.13,False,-9.54,-45.3,70,71.43,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA150, exit above SMA20, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,72.2,SMH,4807.43,-4735.23,False,-18.99,-45.3,134,41.04,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA150, exit above SMA20, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,72.2,SMH,4807.43,-4735.23,False,-18.99,-45.3,134,41.04,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=10, above SMA50, exit above SMA3, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,72.08,SMH,4807.43,-4735.35,False,-21.57,-45.3,140,67.86,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=10, above SMA50, exit above SMA3, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,72.08,SMH,4807.43,-4735.35,False,-21.57,-45.3,140,67.86,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=10, above SMA50, exit above SMA3, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,72.08,SMH,4807.43,-4735.35,False,-21.57,-45.3,140,67.86,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=10, above SMA50, exit above SMA3, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,72.08,SMH,4807.43,-4735.35,False,-21.57,-45.3,140,67.86,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=10, above SMA100, exit above SMA20, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,71.68,SMH,4807.43,-4735.75,False,-18.58,-45.3,79,46.84,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=10, above SMA100, exit above SMA20, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,71.68,SMH,4807.43,-4735.75,False,-18.58,-45.3,79,46.84,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
