date,baseline,is_rank_1_with_exit_profiles,is_rank_2_with_exit_profiles,is_rank_3_with_exit_profiles,risk_first_trend_runner__one_r_invalidation,risk_first_trend_runner__trend_structure_break,risk_first_trend_runner__time_and_volatility_failure,volatility_ladder__one_r_invalidation,volatility_ladder__trend_structure_break,volatility_ladder__time_and_volatility_failure,structure_ladder__one_r_invalidation,structure_ladder__trend_structure_break,structure_ladder__time_and_volatility_failure
2024-06-06,492.6458990394065,514.5910387629168,679.9942763516045,469.2297231721731,514.5910387629168,339.6804073040978,469.2297231721731,679.9942763516045,577.4677978337304,637.1201065886132,897.8370441882147,558.9445206380007,929.6232505184865
2024-06-07,490.8178604381256,512.6815693355531,677.471052696958,467.48857390350037,512.6815693355531,338.4199707555312,467.48857390350037,677.471052696958,575.3250144928053,634.7559741544102,894.5054813402619,556.8704707744109,926.1737400487767
2024-06-10,496.00968591280895,518.104667080409,684.6372782018998,472.4336243646817,518.104667080409,341.9997455904196,472.4336243646817,684.6372782018998,581.4107487482784,641.4703635490433,903.9674767556706,562.7609945904854,935.9707193463021
2024-06-11,506.24724862987665,528.7982667698585,698.76808506535,482.1845808408325,528.7982667698585,349.0585671097207,482.1845808408325,698.76808506535,593.4109761102378,654.7102120126638,922.6252247801767,574.3762939293218,955.2890093168152
2024-06-12,526.2104959281587,549.6507861642851,726.3231584490778,501.19894596932664,549.6507861642851,362.8232690723579,501.19894596932664,726.3231584490778,616.8114194660587,680.5279165167236,959.0078334279638,597.0261276400529,992.9596747593157
2024-06-13,534.6199061793841,555.506793714535,737.9305844917503,506.53874513936984,555.506793714535,368.6215755332324,506.53874513936984,737.9305844917503,626.6687300177641,691.403485289457,974.3338110886899,606.56724792723,1008.8282393975902
2024-06-14,542.3711792656151,560.8761970477175,745.9548388446528,511.43483436332104,560.8761970477175,372.1845885129948,511.43483436332104,745.9548388446528,635.7545878483916,698.9218041436174,988.4603472681388,615.3616611720485,1023.4548986190083
2024-06-17,562.0418515733343,574.4374042051038,766.2455093562278,523.8006180653427,574.4374042051038,381.1834947460969,523.8006180653427,766.2455093562278,658.8120817635879,717.9331320454489,1024.309743997908,637.6795461379108,1060.5734747935828
2024-06-18,562.3343696316165,574.5370606711435,766.5446071653191,523.8914897915286,574.5370606711435,381.3157542393716,523.8914897915286,766.5446071653191,659.1549644695481,718.2133715042737,1024.682919709981,638.0114302887447,1060.959862079246
2024-06-20,549.0986960801393,570.0294311723159,753.0129771454451,519.7812088449688,570.0294311723159,375.3323973427102,519.7812088449688,753.0129771454451,643.6404229428231,705.5349213166695,1007.8003342838789,622.9945444829832,1043.4795809496572
2024-06-21,544.0530157700357,568.2834267365754,747.8233872149482,518.1891150922104,568.2834267365754,373.0331054296953,518.1891150922104,747.8233872149482,637.7259965710011,700.6725390810288,1001.3178442731415,617.269833554256,1036.7675907569558
2024-06-24,525.6255167438752,561.8673594360081,728.8263671541289,512.3386255645715,561.8673594360081,364.6098243795302,512.3386255645715,728.8263671541289,616.1257207888029,682.8732959595221,993.444543010105,596.36242393242,1028.615550295011
2024-06-25,543.1755185274701,568.1207171632171,747.0773419014013,518.0407484042713,568.1207171632171,372.7257457777361,518.0407484042713,747.0773419014013,636.6974151877853,699.9735325066835,1026.6144576096383,616.2742456957893,1062.9597823904007
2024-06-26,546.5742048889471,569.3056405549105,750.58322741117,519.1212205329759,569.3056405549105,374.28052609648137,519.1212205329759,750.58322741117,640.6812744516429,703.2583691992152,1033.0380544702477,620.1303157916102,1069.6107944334371
2024-06-27,550.5381149333016,570.6818954938361,754.6658081032972,520.3761582900711,570.6818954938361,376.09011794272374,520.3761582900711,754.6658081032972,645.3276754641912,707.083539992829,1040.5299373357172,624.6276754649863,1077.3679131076824
2024-06-28,541.876266949413,567.6889693052931,745.7607019020384,517.6470592169491,567.6889693052931,372.14532848249746,517.6470592169491,745.7607019020384,635.1744634103006,698.7399076867309,1024.1588416832774,614.8001452274788,1060.4172300706168
2024-07-01,550.758215130522,570.7906515624761,754.9285806879435,520.4753274868451,570.7906515624761,376.21190939161846,520.4753274868451,754.9285806879435,645.585671676967,707.3297445609566,1040.9459318658128,624.8773960035467,1077.7986351298673
2024-07-02,567.6414829747354,576.6231028926353,772.2851008643868,525.793646922887,576.6231028926353,383.9003242083166,525.793646922887,772.2851008643868,665.3758364205388,723.5919225959744,1072.8557036971233,644.0327570253014,1110.8381115082864
2024-07-03,581.5885253736698,581.345676973552,786.5164775813089,530.0999250383704,581.345676973552,390.18865262133636,530.0999250383704,786.5164775813089,677.6371297898389,736.9259999053248,1099.2159406357412,659.8567452959654,1138.131582306734
2024-07-05,599.2056503162204,587.2155998825218,804.3849857065622,535.4524129251384,587.2155998825218,398.06822376656487,535.4524129251384,804.3849857065622,693.0320578107478,753.6678846494464,1132.5127195785187,679.844723426371,1172.6071701352214
2024-07-08,603.1694464960135,588.5104268757257,808.3757918660301,536.6331006282076,588.5104268757257,399.8237271332084,536.6331006282076,808.3757918660301,696.4704071759966,757.407067366302,1140.004387237299,684.3419539116775,1180.3640659837954
2024-07-09,604.4908447312663,588.9401881664205,809.2612696956833,537.0249783646478,588.9401881664205,400.11569946398834,537.0249783646478,809.2612696956833,697.6147557155667,758.2367151278058,1142.5018608646965,685.3914131951726,1182.949957896603
2024-07-10,623.4292540445081,595.0905930577037,821.9381541352352,542.6332236840211,595.0905930577037,404.2941773544581,542.6332236840211,821.9381541352352,714.0067084248406,770.1143121109349,1178.2958982281823,700.4225030209406,1220.011214812227
2024-07-11,582.4692108239552,582.0578732242689,792.006479284386,530.7493410297012,582.0578732242689,395.4399746410929,530.7493410297012,792.006479284386,675.0048385206827,742.0698527168558,1100.8804567728462,673.0919712841684,1139.8550274596514
2024-07-12,591.9385293451376,585.2120836654386,804.8822871104768,533.6255071123733,585.2120836654386,397.58289024149445,533.6255071123733,804.8822871104768,685.9785272590964,754.1338308117711,1118.7776906612783,684.0345621571247,1158.3858787431345
2024-07-15,596.3428105807752,586.6634948459248,810.8709629243988,534.9489760714631,586.6634948459248,398.5689537015176,534.9489760714631,810.8709629243988,691.0825071588337,759.7449159423138,1127.1018853969726,689.1240781073184,1167.0047757002565
2024-07-16,596.7832956366198,586.8079400082844,811.4699079188703,535.0806883603334,586.8079400082844,398.66708722735433,535.0806883603334,811.4699079188703,691.5929711257968,760.3060969874923,1127.9344124738866,689.6330954923578,1167.8667768088042
2024-07-17,544.2986785612947,577.6828226201502,740.1044932085965,526.7599521185185,577.6828226201502,392.4676415114634,526.7599521185185,740.1044932085965,630.7702360946447,693.4403273652788,1028.7372563912538,628.9827233991236,1065.1577348098695
2024-07-18,536.150758275365,569.0351558617057,729.0254429528408,518.8745791262002,569.0351558617057,386.5925674321092,518.8745791262002,729.0254429528408,621.3278732801309,683.0598198737748,1013.3374961302192,619.5671188912654,1049.212775439194
2024-07-19,521.6164594009186,553.60940685789,712.8058313559471,504.80861336009474,553.60940685789,376.112582407427,504.80861336009474,712.8058313559471,604.4845416800299,667.8628674451702,985.8673306923939,602.7715188855664,1020.7700812421853
2024-07-22,544.3720073388477,577.7606489623123,743.9020266034759,526.8309180511474,577.7606489623123,392.52051537192773,526.8309180511474,743.9020266034759,630.8552144569878,696.9984233161753,1028.875849499056,629.0674609449335,1065.301234542041
2024-07-23,538.499727245132,571.528197050578,735.8773651521034,521.147858174595,571.528197050578,388.2862961657244,521.147858174595,735.8773651521034,624.0500178856539,689.4797230314211,1017.7771025237043,622.281549328042,1053.8095576206042
2024-07-24,480.43614518630324,519.9145403581351,656.5315946438601,474.08395690666663,519.9145403581351,346.4194351831295,474.08395690666663,656.5315946438601,556.7619997325402,615.1367652718351,908.0355718969286,555.1842158011558,940.182837628918
2024-07-25,464.43390438605957,502.59736355177176,641.5252482203525,458.29329312342657,502.59736355177176,330.0433517408658,458.29329312342657,641.5252482203525,530.4425152028058,601.0765807006533,894.1000887090945,528.9393169288358,908.8674748804301
2024-07-26,477.72030459964833,516.9755337399943,659.8778299644542,471.404024381711,516.9755337399943,339.48514317265216,471.404024381711,659.8778299644542,545.6172719996928,618.272017844204,919.6782635525046,544.0710706338302,934.8681111353092
2024-07-29,480.50964476069834,519.9940795389838,663.730761721351,474.15648469086716,519.9940795389838,341.4673481047303,474.15648469086716,663.730761721351,548.8030527896191,621.882019247162,925.0481326810977,547.2478233763293,940.326671599596
2024-07-30,460.91053632983017,498.7844733231303,636.6583994707286,454.81651002441964,498.7844733231303,327.53952032004855,454.81651002441964,636.6583994707286,526.4183813140405,596.5165905625778,887.3171134312801,524.9265868603572,901.9724687275682
2024-07-31,501.209823500476,542.3952332045751,692.3240387815089,494.5829716318601,542.3952332045751,356.1776358515787,494.5829716318601,692.3240387815089,572.4452864254047,648.6724678756824,964.8988659560408,570.8230583010849,980.8355987109044
2024-08-01,465.09457503754555,503.3123228268744,642.4378364265187,458.9452285779231,503.3123228268744,330.51284794722375,458.9452285779231,642.4378364265187,531.1970850108783,601.931629508275,895.3719719254631,529.69174839392,910.1603651304162
2024-08-02,431.1814387262936,459.19072361189615,595.5934243701547,418.7129582388817,459.19072361189615,306.412959738144,418.7129582388817,595.5934243701547,492.4639754048173,558.0407941874798,830.0844511438427,491.0684028845077,830.3734633790446
2024-08-05,393.5979921423027,382.2680777185564,560.2645442790854,348.5710608498905,382.2680777185564,279.704817711021,348.5710608498905,560.2645442790854,449.53890523287134,524.9394275553292,780.8462412510213,448.26497622631337,691.2710804295176
2024-08-06,393.5979921423027,382.2680777185564,560.2645442790854,348.5710608498905,382.2680777185564,279.704817711021,348.5710608498905,560.2645442790854,449.53890523287134,524.9394275553292,780.8462412510213,448.26497622631337,691.2710804295176
2024-08-07,393.5979921423027,382.2680777185564,560.2645442790854,348.5710608498905,382.2680777185564,279.704817711021,348.5710608498905,560.2645442790854,449.53890523287134,524.9394275553292,780.8462412510213,448.26497622631337,691.2710804295176
2024-08-08,393.5979921423027,382.2680777185564,560.2645442790854,348.5710608498905,382.2680777185564,279.704817711021,348.5710608498905,560.2645442790854,449.53890523287134,524.9394275553292,780.8462412510213,448.26497622631337,691.2710804295176
2024-08-09,393.5979921423027,382.2680777185564,560.2645442790854,348.5710608498905,382.2680777185564,279.704817711021,348.5710608498905,560.2645442790854,449.53890523287134,524.9394275553292,780.8462412510213,448.26497622631337,691.2710804295176
2024-08-12,393.5979921423027,382.2680777185564,560.2645442790854,348.5710608498905,382.2680777185564,279.704817711021,348.5710608498905,560.2645442790854,449.53890523287134,524.9394275553292,780.8462412510213,448.26497622631337,691.2710804295176
2024-08-13,422.22935970883947,410.0752770961294,601.0196813021247,373.92704935971665,410.0752770961294,300.051292047506,373.92704935971665,601.0196813021247,482.2395639967186,563.1249213854658,837.6470791428053,480.87296599700363,741.5559822507109
2024-08-14,422.96005193607584,410.7849359833337,602.0597804791369,374.57415165669806,410.7849359833337,300.57054809124145,374.57415165669806,602.0597804791369,483.07410733904146,564.0994414977176,839.0966756614343,481.70514436277244,742.8392875913554
2024-08-15,454.7801218434352,441.6890493151888,647.3538554527964,402.75406046049056,441.6890493151888,323.1830284155112,402.75406046049056,647.3538554527964,519.4166692325384,606.537689698691,902.2234763045717,517.9447166301662,798.7244662338584
2024-08-16,455.9757531948135,442.85026382206104,649.0557692521015,403.8129136478936,442.85026382206104,324.0326868382248,403.8129136478936,649.0557692521015,520.7822321152026,608.1322965048477,904.5954504133931,519.3064097027957,800.8243381655319
2024-08-19,473.64622212771116,460.0120794974878,674.2086852260944,419.4619114187671,460.0120794974878,336.58995438129057,419.4619114187671,674.2086852260944,540.9641522917018,631.6993014983993,939.6513183874542,539.431137202039,831.858754993868
2024-08-20,470.72329865123766,458.11955571946,670.0480684998867,417.7362140366371,458.11955571946,334.51282036513254,417.7362140366371,670.0480684998867,537.6258023866588,627.8010149035498,933.852625671452,536.1022477034894,826.7252621663332
2024-08-21,477.1669612798739,462.3003102718622,679.2202588519549,421.548434136681,462.3003102718622,339.09191760880543,421.548434136681,679.2202588519549,544.985283638077,636.3948914963273,946.6359981578674,543.4408732369035,838.0421837872399
2024-08-22,454.2486156372463,447.49744368461177,646.597286343358,408.0504435622857,447.49744368461177,322.8053210859967,408.0504435622857,646.597286343358,518.8096216285755,605.8288228619973,901.1690384476985,517.3393893123499,797.7909887346278
2024-08-23,468.53106740200053,456.87756495779036,666.927550950691,416.6037050394309,456.87756495779036,332.9549423927098,416.6037050394309,666.927550950691,535.1219958239388,624.877248420952,929.5035294740787,533.6055365707086,822.8750746794428
2024-08-26,454.7801218434352,447.938280799608,647.3538554527966,408.4524207866287,447.938280799608,323.18302841551116,408.4524207866287,647.3538554527966,519.4166692325385,606.537689698691,902.2234763045718,517.9447166301662,798.7244662338585
2024-08-27,458.63297509070196,450.4682073536509,652.8381747629766,410.75933374697354,450.4682073536509,325.92100380336433,410.75933374697354,652.8381747629766,523.8171170635147,611.6762183966313,909.8670264147876,522.3326942209286,805.4911827317708
2024-08-28,443.08832489252245,440.28959527670827,630.7112418691926,401.47796860967435,440.28959527670827,314.87441912340125,401.47796860967435,630.7112418691926,506.06315192186554,590.9444058887311,879.0285010129049,504.6290412789847,778.1903139470808
2024-08-29,440.76332013675676,438.7493825690338,627.40172872141,400.0735259979534,438.7493825690338,313.2221875460776,400.0735259979534,627.40172872141,503.4077011486557,587.8435601275215,874.4159997789708,501.9811156737327,774.1069380620207
2024-08-30,455.77656717376607,448.71248153380316,648.7722391845281,409.15837555229933,448.71248153380316,323.89113812400376,409.15837555229933,648.7722391845281,520.5547363768429,607.8666432292896,904.2002917516376,519.0795586548431,800.4745103241182
2024-09-03,414.19130726791,421.41866184009825,589.5779669702067,384.27051219195647,421.41866184009825,294.33916434963663,384.27051219195647,589.5779669702067,473.0590870465379,552.4046160708094,821.7006486203419,471.71850520636923,727.4388543529103
2024-09-04,410.670516593238,419.0305111334013,584.56632000496,382.0928775061859,419.0305111334013,291.83716450838295,382.0928775061859,584.56632000496,469.0378968549123,547.7089573576006,814.7158666361,467.70871049301337,721.2553350712195
2024-09-05,411.9991275411822,419.93428273313026,586.4575227603973,382.91698143650535,419.93428273313026,292.78132299095273,382.91698143650535,586.4575227603973,470.5553393290682,549.4809183034923,817.3516546367971,469.22185275207977,723.5887573543388
2024-09-06,378.58482238905754,407.4305870071707,538.8941438250469,371.5154892958227,407.4305870071707,269.03592205370296,371.5154892958227,538.8941438250469,432.39195827256,504.91644752648244,751.0621025990977,431.16662126294,664.9036438998987
2024-09-09,378.58482238905754,407.4305870071707,538.8941438250469,371.5154892958227,407.4305870071707,269.03592205370296,371.5154892958227,538.8941438250469,432.39195827256,504.91644752648244,751.0621025990977,431.16662126294,664.9036438998987
2024-09-10,378.58482238905754,407.4305870071707,538.8941438250469,371.5154892958227,407.4305870071707,269.03592205370296,371.5154892958227,538.8941438250469,432.39195827256,504.91644752648244,751.0621025990977,431.16662126294,664.9036438998987
2024-09-11,402.7219103851289,433.40676816737806,573.2519273410103,395.20186425520086,433.40676816737806,286.1886005042961,395.20186425520086,573.2519273410103,459.959578864843,537.1079459803907,798.9468855826027,458.6561191585988,707.2953004392292
2024-09-12,414.63457097828314,446.22709801488094,590.2089278634162,406.89207914852955,446.22709801488094,294.6541634039584,406.89207914852955,590.2089278634162,473.56535051095744,552.9957943873267,822.580025062899,472.2233339924889,728.2173526941161
2024-09-13,420.0607162978696,452.0666812258354,597.9327397104315,412.2169017884734,452.0666812258354,298.51017643702215,412.2169017884734,597.9327397104315,479.76269774162995,560.2326138700488,833.3447780897616,478.40311882687274,737.7472217801402
2024-09-16,414.4473657721105,446.02562895819665,589.9424518101413,406.708369634421,446.02562895819665,294.5211286855086,406.708369634421,589.9424518101413,473.3515383850909,552.7461198571575,822.2086347496839,472.01012777962774,727.8885666034437
2024-09-17,414.6968759667975,446.29415024873356,590.2976155007851,406.953220712915,446.29415024873356,294.6984395583159,406.953220712915,590.2976155007851,473.636510722357,553.0788901999515,822.7036299009923,472.29429254602,728.3267781423814
2024-09-18,409.2708273940877,440.4546711561547,582.5739413674924,401.6284930132885,440.4546711561547,290.8424952770447,401.6284930132885,582.5739413674924,467.4392739889072,545.8421997479943,811.9390688071081,466.11461789572553,718.7970789716496
2024-09-19,440.206221660209,473.7471464477061,626.6087304584286,431.98622913385157,473.7471464477061,312.82629343345315,431.98622913385157,626.6087304584286,502.7714239209921,587.1005610238439,873.3107902502039,501.3466415647916,773.1285131882228
2024-09-20,437.39949802389117,471.733427652368,622.6135176514222,430.150020102395,471.733427652368,310.8317351818001,430.150020102395,622.6135176514222,499.5657889941113,583.3572495020157,867.742622613676,498.15009094912443,768.1991006422284
2024-09-23,440.64279194075374,474.0653464332504,627.2301636317634,432.2763797192354,474.0653464332504,313.1365358970216,432.2763797192354,627.2301636317634,503.2700426382907,587.6828123506594,874.1768878152596,501.84384726791103,773.8952559448943
2024-09-24,446.87977283291536,478.5387151291921,636.1081541880793,436.35541996037506,478.5387151291921,317.56875770286473,436.35541996037506,636.1081541880793,510.39346709216085,596.0010386743882,886.5502311341404,508.94708495500265,784.8491850959964
2024-09-25,448.44407308025677,479.6554632658607,637.7781740738938,437.3737264980905,479.6554632658607,318.30985619127665,437.3737264980905,637.7781740738938,512.1800966855128,597.5657625031886,889.6535954619823,510.7286514954432,787.5965454577964
2024-09-26,457.95477478196386,486.4372231397009,647.9227801623614,443.5576727165716,486.4372231397009,322.810380370586,443.5576727165716,647.9227801623614,523.0425261600922,607.0707432613531,908.5215669041555,521.560298397417,804.3000682710046
2024-09-27,450.0708718098657,480.85439548883204,639.5570627157355,438.46697257645104,480.85439548883204,319.10549383684554,438.46697257645104,639.5570627157355,514.0381074847097,599.232490827992,892.8809484938744,512.5813969575935,790.4536710984464
2024-09-30,453.5748018122214,483.35012116027656,643.2914132157855,440.7426994696765,483.35012116027656,320.76171197759476,440.7426994696765,643.2914132157855,518.0400406467622,602.7313876148833,899.8322811392832,516.5719892130458,796.6075781986689
2024-10-01,434.3655643479368,469.70329125311554,622.8585031436894,428.29884068249476,469.70329125311554,311.70537717502935,428.29884068249476,622.8585031436894,496.1006513397896,583.5867884678191,861.7237003773621,494.69477299965627,762.8706420321797
2024-10-02,435.99250819786056,470.8761602889631,624.6082202499192,429.3683210495276,470.8761602889631,312.4837187195828,429.3683210495276,624.6082202499192,497.95882788482044,585.2261845450953,864.9513413087217,496.5476837379406,765.7280225457681
2024-10-03,434.991323145624,470.1553005428717,623.5324877513211,428.71100525188456,470.1553005428717,312.0053404258173,428.71100525188456,623.5324877513211,496.8153473760194,584.2182778199904,862.9651228816901,495.4074436894682,763.9696541430166
2024-10-04,450.32110760612693,481.2013130903793,640.0131934563674,438.7833093135402,481.2013130903793,319.33571594482873,438.7833093135402,640.0131934563674,514.3239085511457,599.6598621694817,893.3773831425207,512.8663881046557,790.8931570020764
2024-10-07,435.4918914850231,470.63723907142014,624.2063161984227,429.150460790948,470.63723907142014,312.325165374064,429.150460790948,624.2063161984227,497.3870600061142,584.8496208576747,863.9581841119611,495.97753616768205,764.8487958655691
2024-10-08,454.3882011770258,484.25143364996376,644.5198905035057,441.56456106105645,484.25143364996376,321.3598426587764,441.56456106105645,644.5198905035057,518.9690460463606,603.8824084509606,901.445957655229,517.4983619441209,798.0361410189936
2024-10-09,465.3381094146629,492.03113794785406,656.1686860269107,448.6584826785728,492.03113794785406,326.52262458439276,448.6584826785728,656.1686860269107,531.4752322053797,614.7967383263833,923.1691240841656,529.9691073590266,817.26732372101
2024-10-10,463.711310685054,490.88439380068127,654.4482363744304,447.6128242854131,490.88439380068127,325.7616200873535,447.6128242854131,654.4482363744304,529.6172214061828,613.1847643670587,919.9417710522736,528.1163618968762,814.4101980803601
2024-10-11,464.9000879309695,491.72335284593026,655.706551333713,448.37782890248025,491.72335284593026,326.3183716590448,448.37782890248025,655.706551333713,530.9749560297411,614.3637415862223,922.3001475244337,529.4702488945671,816.4980322349535
2024-10-14,476.78853761826076,500.10626993877884,668.2823733450367,456.0217899716602,500.10626993877884,331.8814587885434,456.0217899716602,668.2823733450367,544.5530757458822,626.1466482060879,945.8852557768839,543.0098901601013,837.377563187933
2024-10-15,457.76703746797,493.4556825621599,648.2865068412206,449.9574533653226,493.4556825621599,323.05450830610624,449.9574533653226,648.2865068412206,522.8281062995007,607.4115366892731,913.908890137578,521.3464861720644,809.0693820685898
2024-10-16,457.5168016717087,493.36576763051795,648.0207201905333,449.8754644550905,493.36576763051795,322.9367776767612,449.8754644550905,648.0207201905333,522.5423052330647,607.1625080943205,913.4093069432555,521.0614950250022,808.6271088062501
2024-10-17,458.8933162316181,493.86055832091654,649.482977893211,450.32663923505174,493.86055832091654,323.5845166228546,450.32663923505174,649.482977893211,524.1144597172142,608.5325693077598,916.1574491001556,522.6291942480456,811.0599964832538
2024-10-18,467.0275033734158,496.77855985580015,658.1173639815382,452.9874182795548,496.77855985580015,327.4083494852331,452.9874182795548,658.1173639815382,533.4047347076441,616.622550615305,932.3969450325203,531.8931419269759,825.4365706482406
2024-10-21,469.5929402995556,497.68818084697165,660.8287009613148,453.81685597614796,497.68818084697165,328.60734449606053,453.81685597614796,660.8287009613148,536.334789561186,619.1629356826929,937.5187109570719,534.8148934238442,829.9707906743233
2024-10-22,470.9694064860267,498.17445373962147,662.2814618801799,454.26026380414424,498.17445373962147,329.24948489683163,454.26026380414424,662.2814618801799,537.9068887967242,620.52409889195,940.266756538833,536.382537554843,832.4035928548526
2024-10-23,449.1948772159172,490.4970164686183,639.3168060901831,447.2595943521364,490.4970164686183,319.1012637352274,447.2595943521364,639.3168060901831,513.0376103820438,599.007382570167,896.7950028962252,511.5837351207192,793.9187228239156
2024-10-24,459.8944529104164,494.39147313752153,650.7379379415589,450.8107537913846,494.39147313752153,324.1684751672406,450.8107537913846,650.7379379415589,525.2578849774042,609.7084031457412,918.1561681780024,523.7693792044732,812.8294315185107
2024-10-25,467.6532137976648,497.17172354823606,658.9717620757671,453.3459245042387,497.17172354823606,327.8144504123424,453.3459245042387,658.9717620757671,534.119375495263,617.4230782429563,933.6461444561746,532.6057575247432,826.5424675452762
2024-10-28,468.0911385344816,497.32691247154065,659.4345730224725,453.4874334891147,497.32691247154065,328.0191007140133,453.4874334891147,659.4345730224725,534.619541173679,617.8567085983136,934.5204391900239,533.1045058051134,827.3164671284893
2024-10-29,481.04327175627697,501.9139425709088,673.1195433269503,457.6701158554522,501.9139425709088,334.0699837465255,457.6701158554522,673.1195433269503,549.4125226044661,630.6788308459171,960.378722396956,547.8555660408298,850.2084046524122
2024-10-30,470.34379280865437,498.19271277907933,661.8907795037412,454.2769133051749,498.19271277907933,329.1163410176311,454.2769133051749,661.8907795037412,540.2473995308628,620.1580493442178,939.017750265457,535.670032141165,831.2978669507661
2024-10-31,434.55335003536896,485.556184598765,629.2790089484657,442.75429792080934,485.556184598765,312.42044077183414,442.75429792080934,629.2790089484657,513.4461953223517,589.6024763713109,867.5639295329968,494.9086403170535,768.0409064262343
2024-11-01,443.8137675673765,489.0052839282007,642.6890686488831,445.8993583700452,489.0052839282007,316.8589348820825,445.8993583700452,642.6890686488831,524.3878349358047,602.1670213429687,886.0518878527998,505.45524097992035,784.4080095094106
2024-11-04,439.6840787673336,487.48855191748294,636.7088444137114,444.51632662657295,487.48855191748294,314.8933524836389,444.51632662657295,636.7088444137114,519.5084041315667,596.5638549125408,877.8071716566826,500.75197803465613,777.1090899889764
2024-11-05,456.39052290806075,493.66283375236,660.9015347038081,450.14634413160206,493.66283375236,322.8699102859332,450.14634413160206,660.9015347038081,539.2478910800015,619.2311772008858,911.1607479806785,519.778786949021,806.6364943915866
2024-11-06,493.43233815640576,507.0184773404523,714.541983654975,462.32468473911126,507.0184773404523,340.3398721800521,462.32468473911126,714.541983654975,583.014621000616,669.4895539869242,985.1128709853082,561.9653548766225,872.105163213715
2024-11-07,516.5209318775954,514.9265819424517,747.9766985724907,469.535688145104,514.9265819424517,350.9566186290131,469.535688145104,747.9766985724907,610.2949321534893,700.8161840378409,1031.2080882802982,588.2607327041247,912.9125449731381
2024-11-08,517.7723043526549,515.3424185598094,749.3357879067464,469.9148686712878,515.3424185598094,351.2400388645338,469.9148686712878,749.3357879067464,611.773490393112,702.0895817289954,1033.7063905524674,589.2583559765677,915.1242532707346
2024-11-11,516.8337629030007,515.0310395897374,748.3170736610041,469.6309378273311,515.0310395897374,351.0278134438992,469.6309378273311,748.3170736610041,610.6645574244947,701.1350982114091,1031.8326397045557,588.5106713845317,913.4654506734186
2024-11-12,514.0180901805996,514.0957557174033,745.2594909478807,468.7780994383111,514.0957557174033,350.39035545123863,468.7780994383111,745.2594909478807,607.337701363042,698.2702984743574,1026.2112905856816,586.266357072583,908.4889573849961
2024-11-13,511.7655326533035,513.3447897582835,742.8100539900292,468.09333129707676,513.3447897582835,349.87852234150876,468.09333129707676,742.8100539900292,604.6761936516396,695.9753004281364,1021.7141726605267,584.467939653826,904.5077285556683
2024-11-14,500.94076650051625,509.7253996598041,731.0262224050456,464.7929912483181,509.7253996598041,347.41166792962366,464.7929912483181,731.0262224050456,591.8861990607558,684.934448620194,1000.1030709188798,575.8141522124821,885.3757549851917
2024-11-15,464.71239899041404,496.43852541218496,698.3675263150215,452.6773579484809,496.43852541218496,338.1419082940141,452.6773579484809,698.3675263150215,549.0805977248372,654.334908804123,927.7749554525701,568.8125097782781,821.3447948774468
2024-11-18,474.09800698070967,506.4648931203022,712.4721722194241,461.819899092245,506.4648931203022,344.97122337842524,461.819899092245,712.4721722194241,560.1701560334134,667.5502457775787,946.5128502322432,580.3005855179255,837.9331628365046
2024-11-19,483.6087086824168,516.6248947442916,726.7648083431233,471.0842942921969,516.6248947442916,351.8915612683052,471.0842942921969,726.7648083431233,571.4075187259111,680.9417200403046,965.500488321508,591.9417771806686,854.7426246784951
2024-11-20,483.0456418607502,516.023387095122,725.9186342701877,470.53580967733785,516.023387095122,351.4818530487935,470.53580967733785,725.9186342701877,570.7422275314618,680.1488979029864,964.3763537029279,591.2525778980568,853.7474457158748
2024-11-21,487.8009927116037,521.1033879071166,733.0649523320371,475.16800727731373,521.1033879071166,354.9420219937334,475.16800727731373,733.0649523320371,576.3609088777106,686.8446350343493,973.8701727475602,597.0731737294283,862.15217663687
2024-11-22,489.6155287552064,523.041803150072,735.7918282469757,476.93555078143555,523.041803150072,356.2623454492407,476.93555078143555,735.7918282469757,578.5048726229843,689.3995792949113,977.4928027885876,599.2941835481615,865.3592348900356
2024-11-25,491.8681346559408,525.4481954781546,739.1770334062875,479.1298190855714,525.4481954781546,357.9014247153921,479.1298190855714,739.1770334062875,581.1664374899876,692.5713446272563,981.9900172888815,602.0513951455317,869.3405492158378
2024-11-26,499.50175345833946,533.6029649012526,750.6487985053998,486.5657437533076,533.6029649012526,363.4559277470304,486.5657437533076,750.6487985053998,590.1859342452508,703.319805984785,997.230153682323,611.3950190279937,882.8324058631963
2024-11-27,487.42556645705434,520.7023311317554,732.5007635880463,474.8023037467363,520.7023311317554,354.66884798242495,474.8023037467363,732.5007635880463,575.9173242591434,686.3160188309363,973.1206530933678,596.61364833146,861.4886384986487
2024-11-29,499.87708296601227,534.0039183247841,751.2128418586564,486.93135304254224,534.0039183247841,363.7290313617376,486.93135304254224,751.2128418586564,590.629404552616,703.848285964463,997.9794801862374,611.8544260068414,883.4957730084687
2024-12-02,516.0829587673403,551.3161766232554,775.5669529599085,502.7175318854651,551.3161766232554,375.5210252507362,502.7175318854651,775.5669529599085,609.7774453429614,726.666851355854,1030.33369697131,631.6905760810266,912.1384598934505
2024-12-03,520.6505723042001,554.5691410141599,782.4311403020791,505.68374673503286,554.5691410141599,378.8445895908717,505.68374673503286,782.4311403020791,615.1743058021264,733.0982463295768,1039.4527079012767,637.2813796086339,920.211378997098
