variant,unit_exposure,max_exposure,anchor_mode,add1_drop,add2_drop,sell_mode,sell_param,max_extra_days,trend_guard_sma,trend_guard_exposure,equity_dd_guard,equity_dd_guard_exposure,equity_dd_guard_pct,is_range,is_return_pct,is_max_drawdown_pct,is_sharpe,oos_range,oos_return_pct,oos_max_drawdown_pct,oos_sharpe,full_return_pct,full_max_drawdown_pct,full_sharpe,avg_exposure,days_above_1x_pct,trade_events,rotation_resets
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=10, trend_sma=125, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,10,125,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,151100.87,-40.21,1.845,2020-01-02 to 2026-05-20,3748.9,-47.85,1.278,6037250.39,-47.85,1.588,0.71,35.73,630,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=10, trend_sma=125, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,10,125,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,380604.39,-38.88,1.999,2020-01-02 to 2026-05-20,411397.02,-45.17,2.07,1625210054.84,-45.17,1.988,0.819,44.35,630,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=10, trend_sma=150, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,10,150,0.25,,none,none,2010-06-25 to 2019-12-31,352902.79,-42.19,1.908,2020-01-02 to 2026-05-20,190263.31,-55.5,1.86,697134015.09,-55.5,1.84,0.844,46.02,630,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=10, trend_sma=150, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,10,150,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,398.86,-46.48,0.695,2020-01-02 to 2026-05-20,8184.84,-47.85,1.426,42776.26,-47.85,1.055,0.533,21.38,630,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=10, trend_sma=150, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,10,150,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,352902.79,-42.19,1.908,2020-01-02 to 2026-05-20,20615.97,-55.5,1.528,75864368.43,-55.5,1.708,0.78,40.92,630,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=10, trend_sma=200, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,10,200,0.25,,none,none,2010-06-25 to 2019-12-31,88558.81,-42.19,1.601,2020-01-02 to 2026-05-20,141789.97,-55.5,1.794,130505318.02,-55.5,1.663,0.857,46.95,630,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=10, trend_sma=200, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,10,200,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,398.86,-46.48,0.695,2020-01-02 to 2026-05-20,3095.88,-52.04,1.199,16439.56,-53.45,0.934,0.522,20.4,630,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=10, trend_sma=200, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,10,200,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,88558.81,-42.19,1.601,2020-01-02 to 2026-05-20,17439.48,-55.5,1.487,16132097.64,-55.5,1.533,0.79,41.65,630,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,75,0.2,,none,none,2010-06-25 to 2019-12-31,1234949.29,-28.11,2.423,2020-01-02 to 2026-05-20,3271778.95,-31.26,2.675,41921465954.96,-31.26,2.492,0.777,43.75,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,75,0.2,0.35,0.25,35.0,2010-06-25 to 2019-12-31,1234949.29,-28.11,2.423,2020-01-02 to 2026-05-20,3271778.95,-31.26,2.675,41921465954.96,-31.26,2.492,0.777,43.75,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.45, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,75,0.2,0.45,0.25,45.0,2010-06-25 to 2019-12-31,1234949.29,-28.11,2.423,2020-01-02 to 2026-05-20,3271778.95,-31.26,2.675,41921465954.96,-31.26,2.492,0.777,43.75,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,75,0.25,,none,none,2010-06-25 to 2019-12-31,1005717.91,-28.11,2.359,2020-01-02 to 2026-05-20,2780678.18,-32.88,2.62,29016207840.25,-32.88,2.434,0.79,43.75,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,75,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,1005717.91,-28.11,2.359,2020-01-02 to 2026-05-20,2780678.18,-32.88,2.62,29016207840.25,-32.88,2.434,0.79,43.75,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,75,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,1005717.91,-28.11,2.359,2020-01-02 to 2026-05-20,2780678.18,-32.88,2.62,29016207840.25,-32.88,2.434,0.79,43.75,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=100, trend_exp=0.1, dd_guard=none, dd_exp=none",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,100,0.1,,none,none,2010-06-25 to 2019-12-31,458731.29,-42.32,2.086,2020-01-02 to 2026-05-20,3310901.81,-37.8,2.564,15760405547.22,-42.32,2.276,0.781,45.85,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=100, trend_exp=0.1, dd_guard=0.35, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,100,0.1,0.35,0.25,35.0,2010-06-25 to 2019-12-31,226711.11,-42.22,1.992,2020-01-02 to 2026-05-20,1186614.66,-42.3,2.386,2792322459.66,-42.3,2.141,0.751,43.5,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=100, trend_exp=0.1, dd_guard=0.45, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,100,0.1,0.45,0.25,45.0,2010-06-25 to 2019-12-31,458731.29,-42.32,2.086,2020-01-02 to 2026-05-20,3310901.81,-37.8,2.564,15760405547.22,-42.32,2.276,0.781,45.85,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,100,0.2,,none,none,2010-06-25 to 2019-12-31,346091.93,-43.51,2.01,2020-01-02 to 2026-05-20,2556478.66,-38.9,2.491,9181868008.91,-43.51,2.203,0.805,45.85,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,100,0.2,0.35,0.25,35.0,2010-06-25 to 2019-12-31,169459.72,-43.42,1.914,2020-01-02 to 2026-05-20,717870.45,-43.07,2.266,1262944225.98,-43.42,2.044,0.765,42.8,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=0.45, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,100,0.2,0.45,0.25,45.0,2010-06-25 to 2019-12-31,346091.93,-43.51,2.01,2020-01-02 to 2026-05-20,2556478.66,-38.9,2.491,9181868008.91,-43.51,2.203,0.805,45.85,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,100,0.25,,none,none,2010-06-25 to 2019-12-31,299138.45,-44.11,1.969,2020-01-02 to 2026-05-20,2225716.57,-40.57,2.448,6909739931.95,-44.11,2.162,0.817,45.85,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=100, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,100,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,148795.79,-44.01,1.875,2020-01-02 to 2026-05-20,477268.7,-46.04,2.181,737379817.16,-46.04,1.985,0.763,41.45,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=100, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,100,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,299138.45,-44.11,1.969,2020-01-02 to 2026-05-20,2225716.57,-40.57,2.448,6909739931.95,-44.11,2.162,0.817,45.85,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=100, trend_exp=0.33, dd_guard=none, dd_exp=none",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,100,0.33,,none,none,2010-06-25 to 2019-12-31,235280.87,-45.05,1.898,2020-01-02 to 2026-05-20,1760330.13,-44.87,2.374,4298776829.38,-45.05,2.091,0.836,45.85,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=100, trend_exp=0.33, dd_guard=0.35, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,100,0.33,0.35,0.25,35.0,2010-06-25 to 2019-12-31,120043.47,-44.01,1.808,2020-01-02 to 2026-05-20,201677.81,-46.3,2.053,251494424.46,-46.3,1.897,0.758,39.92,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=100, trend_exp=0.33, dd_guard=0.45, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,100,0.33,0.45,0.25,45.0,2010-06-25 to 2019-12-31,235100.24,-45.05,1.898,2020-01-02 to 2026-05-20,1760330.13,-44.87,2.374,4295477975.74,-45.05,2.091,0.836,45.85,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=125, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,125,0.25,,none,none,2010-06-25 to 2019-12-31,296200.04,-42.84,1.921,2020-01-02 to 2026-05-20,521613.42,-46.78,2.094,1603683423.39,-46.78,1.963,0.841,47.75,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=125, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,125,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,116091.27,-44.01,1.779,2020-01-02 to 2026-05-20,4626.91,-52.32,1.327,5697682.61,-52.32,1.574,0.693,35.52,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=125, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,125,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,296200.04,-42.84,1.921,2020-01-02 to 2026-05-20,176911.48,-47.91,1.949,544111650.55,-47.91,1.902,0.828,46.67,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=150, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,150,0.25,,none,none,2010-06-25 to 2019-12-31,278251.95,-43.6,1.837,2020-01-02 to 2026-05-20,243872.48,-55.77,1.891,704514595.95,-55.77,1.822,0.866,49.45,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=150, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,150,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,34095.55,-46.65,1.562,2020-01-02 to 2026-05-20,4729.85,-52.32,1.332,1713296.99,-52.32,1.45,0.656,32.2,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=150, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,150,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,278251.95,-43.6,1.837,2020-01-02 to 2026-05-20,18053.25,-55.34,1.512,52420707.67,-55.34,1.671,0.802,44.1,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=200, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,200,0.25,,none,none,2010-06-25 to 2019-12-31,62054.69,-46.64,1.515,2020-01-02 to 2026-05-20,190906.15,-55.77,1.836,123161747.68,-55.77,1.642,0.879,50.38,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=200, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,200,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,4722.83,-46.65,1.185,2020-01-02 to 2026-05-20,1570.77,-52.32,1.058,83493.55,-52.32,1.114,0.592,26.62,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=200, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,15,200,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,21732.77,-54.88,1.389,2020-01-02 to 2026-05-20,3638.07,-55.34,1.179,846563.46,-56.63,1.277,0.746,39.27,501,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=20, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,20,75,0.2,,none,none,2010-06-25 to 2019-12-31,2191917.12,-28.11,2.481,2020-01-02 to 2026-05-20,3652341.1,-34.12,2.673,83058122280.26,-34.12,2.524,0.798,45.48,423,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=20, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,20,75,0.2,0.35,0.25,35.0,2010-06-25 to 2019-12-31,2191917.12,-28.11,2.481,2020-01-02 to 2026-05-20,3652341.1,-34.12,2.673,83058122280.26,-34.12,2.524,0.798,45.48,423,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=20, trend_sma=75, trend_exp=0.2, dd_guard=0.45, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,20,75,0.2,0.45,0.25,45.0,2010-06-25 to 2019-12-31,2191917.12,-28.11,2.481,2020-01-02 to 2026-05-20,3652341.1,-34.12,2.673,83058122280.26,-34.12,2.524,0.798,45.48,423,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=20, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,20,75,0.25,,none,none,2010-06-25 to 2019-12-31,1785067.68,-28.11,2.418,2020-01-02 to 2026-05-20,3104118.91,-34.85,2.619,57489204761.14,-34.85,2.467,0.811,45.48,423,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=20, trend_sma=75, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,20,75,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,1785067.68,-28.11,2.418,2020-01-02 to 2026-05-20,3104118.91,-34.85,2.619,57489204761.14,-34.85,2.467,0.811,45.48,423,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=20, trend_sma=75, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,20,75,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,1785067.68,-28.11,2.418,2020-01-02 to 2026-05-20,3104118.91,-34.85,2.619,57489204761.14,-34.85,2.467,0.811,45.48,423,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=20, trend_sma=100, trend_exp=0.1, dd_guard=none, dd_exp=none",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,20,100,0.1,,none,none,2010-06-25 to 2019-12-31,767533.95,-44.52,2.14,2020-01-02 to 2026-05-20,3783361.51,-41.77,2.572,30129951829.74,-44.52,2.31,0.803,47.58,423,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=20, trend_sma=100, trend_exp=0.1, dd_guard=0.35, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,20,100,0.1,0.35,0.25,35.0,2010-06-25 to 2019-12-31,384474.89,-42.22,2.055,2020-01-02 to 2026-05-20,1421605.71,-41.77,2.403,5672122063.1,-42.22,2.183,0.775,45.38,423,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=20, trend_sma=100, trend_exp=0.1, dd_guard=0.45, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,20,100,0.1,0.45,0.25,45.0,2010-06-25 to 2019-12-31,767533.95,-44.52,2.14,2020-01-02 to 2026-05-20,3783361.51,-41.77,2.572,30129951829.74,-44.52,2.31,0.803,47.58,423,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=20, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,20,100,0.2,,none,none,2010-06-25 to 2019-12-31,579086.05,-45.67,2.067,2020-01-02 to 2026-05-20,2921286.79,-42.81,2.499,17553434179.5,-45.67,2.238,0.826,47.58,423,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=20, trend_sma=100, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,20,100,0.2,0.35,0.25,35.0,2010-06-25 to 2019-12-31,287400.95,-43.42,1.98,2020-01-02 to 2026-05-20,603839.23,-44.43,2.229,1801305798.24,-44.43,2.063,0.769,42.85,423,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=20, trend_sma=100, trend_exp=0.2, dd_guard=0.45, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,20,100,0.2,0.45,0.25,45.0,2010-06-25 to 2019-12-31,579385.85,-45.64,2.067,2020-01-02 to 2026-05-20,2921286.79,-42.81,2.499,17562520359.24,-45.64,2.238,0.826,47.58,423,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,20,100,0.25,,none,none,2010-06-25 to 2019-12-31,500531.92,-46.24,2.027,2020-01-02 to 2026-05-20,2543326.97,-43.32,2.458,13209693842.51,-46.24,2.198,0.838,47.58,423,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,20,100,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,252363.74,-44.01,1.942,2020-01-02 to 2026-05-20,536277.22,-46.11,2.201,1404831557.65,-46.11,2.031,0.774,42.23,423,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,20,100,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,500791.06,-46.21,2.027,2020-01-02 to 2026-05-20,2543326.97,-43.32,2.458,13216531573.04,-46.21,2.198,0.838,47.58,423,123
"unit=0.60, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=20, trend_sma=100, trend_exp=0.33, dd_guard=none, dd_exp=none",0.6,2.0,rolling_high,0.05,0.2,extra_profit,0.18,20,100,0.33,,none,none,2010-06-25 to 2019-12-31,393696.92,-47.15,1.959,2020-01-02 to 2026-05-20,2011532.74,-44.87,2.384,8218185722.0,-47.15,2.128,0.857,47.58,423,123
