variant,unit_exposure,max_exposure,anchor_mode,add1_drop_pct,add2_drop_pct,sell_mode,sell_param_pct,max_extra_days,trend_guard_sma,trend_guard_exposure,equity_dd_guard_pct,equity_dd_guard_exposure,is_range,is_return_pct,is_max_drawdown_pct,is_sharpe,oos_range,oos_return_pct,oos_max_drawdown_pct,oos_sharpe,full_return_pct,full_max_drawdown_pct,full_sharpe,avg_exposure,days_above_1x_pct,trade_events,rotation_resets,open_fallback_count
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,extra_profit,12.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,1122.11,-44.14,0.915,2020-01-02 to 2026-05-20,1625.24,-52.89,1.104,21768.79,-52.89,0.995,0.608,0.0,591,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,extra_profit,12.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,995.23,-47.64,0.862,2020-01-02 to 2026-05-20,2394.82,-52.22,1.191,28240.57,-52.22,1.011,0.614,0.0,591,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.0,rolling_high,8.0,20.0,extra_profit,12.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,575.84,-44.22,0.794,2020-01-02 to 2026-05-20,994.87,-45.32,1.025,7574.89,-45.32,0.897,0.523,0.0,591,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,extra_profit,12.0,15,none,none,none,none,2010-06-25 to 2019-12-31,2784.7,-51.69,0.976,2020-01-02 to 2026-05-20,3422.45,-72.18,1.132,105292.77,-72.18,1.036,0.777,0.0,520,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,extra_profit,12.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,801.66,-46.08,0.824,2020-01-02 to 2026-05-20,1350.11,-50.86,1.058,13461.52,-50.86,0.928,0.602,0.0,520,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,extra_profit,12.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,903.13,-44.83,0.849,2020-01-02 to 2026-05-20,1485.11,-51.79,1.076,16392.32,-51.79,0.949,0.615,0.0,520,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,extra_profit,12.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,780.98,-48.13,0.794,2020-01-02 to 2026-05-20,2031.04,-52.22,1.141,19372.61,-52.22,0.953,0.621,0.0,520,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.0,rolling_high,8.0,20.0,extra_profit,12.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,478.12,-44.29,0.732,2020-01-02 to 2026-05-20,397.91,-52.21,0.807,2885.58,-52.21,0.766,0.482,0.0,520,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,extra_profit,18.0,10,none,none,none,none,2010-06-25 to 2019-12-31,2757.01,-51.22,0.974,2020-01-02 to 2026-05-20,5548.24,-72.88,1.236,167274.47,-72.88,1.086,0.774,0.0,558,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,extra_profit,18.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,1080.81,-45.14,0.905,2020-01-02 to 2026-05-20,1937.66,-49.48,1.153,24856.15,-49.48,1.014,0.6,0.0,558,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,extra_profit,18.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,1213.7,-44.14,0.93,2020-01-02 to 2026-05-20,2127.36,-49.97,1.17,30249.45,-49.97,1.034,0.614,0.0,558,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,extra_profit,18.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,998.59,-47.64,0.857,2020-01-02 to 2026-05-20,2825.57,-52.22,1.231,33235.97,-52.22,1.028,0.618,0.0,558,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.0,rolling_high,8.0,20.0,extra_profit,18.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,620.75,-44.22,0.811,2020-01-02 to 2026-05-20,1327.95,-46.17,1.091,10574.81,-46.17,0.936,0.531,0.0,558,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,extra_profit,18.0,15,none,none,none,none,2010-06-25 to 2019-12-31,3227.89,-52.74,0.999,2020-01-02 to 2026-05-20,3592.94,-72.73,1.137,127369.51,-72.73,1.05,0.793,0.0,485,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,extra_profit,18.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,1109.67,-46.08,0.899,2020-01-02 to 2026-05-20,1479.36,-49.98,1.074,19715.83,-49.98,0.972,0.615,0.0,485,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,extra_profit,18.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,1245.8,-44.83,0.923,2020-01-02 to 2026-05-20,1626.39,-50.41,1.092,23998.25,-50.41,0.993,0.628,0.0,485,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,extra_profit,18.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,1047.58,-48.05,0.858,2020-01-02 to 2026-05-20,2130.25,-52.22,1.146,26446.16,-52.22,0.987,0.634,0.0,485,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.0,rolling_high,8.0,20.0,extra_profit,18.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,629.19,-44.29,0.801,2020-01-02 to 2026-05-20,735.26,-51.47,0.967,6217.24,-51.47,0.875,0.495,0.0,485,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,rebound_from_low,5.0,10,none,none,none,none,2010-06-25 to 2019-12-31,2072.86,-50.43,0.936,2020-01-02 to 2026-05-20,5598.48,-68.62,1.269,128326.83,-68.62,1.084,0.731,0.0,823,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,rebound_from_low,5.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,904.19,-43.56,0.891,2020-01-02 to 2026-05-20,1881.27,-44.49,1.202,20535.9,-44.49,1.031,0.566,0.0,823,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,rebound_from_low,5.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,1017.2,-42.26,0.916,2020-01-02 to 2026-05-20,2065.72,-44.52,1.217,24995.55,-44.52,1.051,0.579,0.0,823,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,rebound_from_low,5.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,886.6,-41.65,0.856,2020-01-02 to 2026-05-20,3129.34,-49.74,1.314,32946.08,-49.74,1.068,0.584,0.0,823,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.0,rolling_high,8.0,20.0,rebound_from_low,5.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,821.71,-39.2,0.873,2020-01-02 to 2026-05-20,936.12,-44.4,1.026,9805.39,-44.4,0.939,0.544,0.0,823,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,rebound_from_low,5.0,15,none,none,none,none,2010-06-25 to 2019-12-31,2222.58,-50.43,0.95,2020-01-02 to 2026-05-20,5620.37,-68.62,1.27,137703.58,-68.62,1.092,0.732,0.0,812,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,rebound_from_low,5.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,925.55,-43.56,0.898,2020-01-02 to 2026-05-20,1881.27,-44.49,1.202,20974.77,-44.49,1.035,0.566,0.0,812,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,rebound_from_low,5.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,1040.96,-42.26,0.923,2020-01-02 to 2026-05-20,2065.72,-44.52,1.217,25529.26,-44.52,1.055,0.579,0.0,812,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,rebound_from_low,5.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,905.49,-41.65,0.863,2020-01-02 to 2026-05-20,3176.47,-49.74,1.318,34070.25,-49.74,1.074,0.585,0.0,812,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.0,rolling_high,8.0,20.0,rebound_from_low,5.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,841.32,-39.2,0.88,2020-01-02 to 2026-05-20,936.12,-44.4,1.026,10016.05,-44.4,0.943,0.544,0.0,812,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,extra_profit,12.0,10,none,none,none,none,2010-06-25 to 2019-12-31,7369.86,-62.16,1.034,2020-01-02 to 2026-05-20,6404.33,-88.12,1.168,503841.34,-88.12,1.081,0.987,56.0,729,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,extra_profit,12.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,1976.28,-56.73,0.932,2020-01-02 to 2026-05-20,2236.53,-67.07,1.072,50217.81,-67.07,0.986,0.736,37.5,729,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,extra_profit,12.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,2209.94,-55.73,0.953,2020-01-02 to 2026-05-20,2454.06,-67.26,1.089,61092.05,-67.26,1.004,0.749,37.5,729,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,extra_profit,12.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,1922.37,-58.07,0.899,2020-01-02 to 2026-05-20,3955.43,-63.22,1.166,84967.27,-63.22,1.015,0.763,39.83,729,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,5.0,15.0,extra_profit,12.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,388.9,-44.2,0.68,2020-01-02 to 2026-05-20,1233.19,-49.57,1.007,6660.45,-49.57,0.829,0.494,18.02,729,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,extra_profit,12.0,15,none,none,none,none,2010-06-25 to 2019-12-31,7013.85,-65.24,1.022,2020-01-02 to 2026-05-20,4768.13,-88.27,1.118,359096.13,-88.27,1.05,1.004,57.98,645,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,extra_profit,12.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,1642.02,-58.46,0.885,2020-01-02 to 2026-05-20,2204.0,-65.45,1.061,41529.44,-65.45,0.957,0.75,39.23,645,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,extra_profit,12.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,1838.06,-57.5,0.906,2020-01-02 to 2026-05-20,2418.5,-66.6,1.077,50526.03,-66.6,0.975,0.763,39.23,645,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,extra_profit,12.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,1415.86,-64.53,0.832,2020-01-02 to 2026-05-20,3883.36,-62.58,1.155,62528.54,-67.23,0.977,0.778,41.58,645,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,5.0,15.0,extra_profit,12.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,408.62,-46.71,0.688,2020-01-02 to 2026-05-20,1200.34,-45.96,1.022,6759.82,-46.71,0.842,0.491,18.27,645,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,extra_profit,18.0,10,none,none,none,none,2010-06-25 to 2019-12-31,4388.53,-65.04,0.946,2020-01-02 to 2026-05-20,5627.37,-88.15,1.147,266539.28,-88.15,1.029,1.009,59.33,696,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,extra_profit,18.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,2081.71,-56.73,0.934,2020-01-02 to 2026-05-20,2217.27,-63.04,1.064,52337.06,-63.04,0.984,0.754,40.27,696,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,extra_profit,18.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,2327.23,-55.73,0.955,2020-01-02 to 2026-05-20,2433.0,-64.27,1.081,63669.3,-64.27,1.002,0.767,40.27,696,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,extra_profit,18.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,1724.09,-58.55,0.87,2020-01-02 to 2026-05-20,3269.54,-63.22,1.124,63650.15,-63.22,0.981,0.781,42.48,696,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,5.0,15.0,extra_profit,18.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,433.43,-44.05,0.703,2020-01-02 to 2026-05-20,1480.46,-49.57,1.041,8644.23,-49.57,0.856,0.513,20.28,696,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,extra_profit,18.0,15,none,none,none,none,2010-06-25 to 2019-12-31,6197.32,-69.22,0.994,2020-01-02 to 2026-05-20,5525.81,-87.93,1.14,367356.05,-87.93,1.049,1.047,64.05,600,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,extra_profit,18.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,1748.21,-58.53,0.886,2020-01-02 to 2026-05-20,2152.65,-63.43,1.047,43082.62,-63.43,0.951,0.786,44.42,600,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,extra_profit,18.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,1956.2,-57.57,0.906,2020-01-02 to 2026-05-20,2362.37,-64.6,1.064,52414.87,-64.6,0.969,0.799,44.42,600,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,extra_profit,18.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,1297.18,-65.06,0.807,2020-01-02 to 2026-05-20,4083.83,-62.98,1.159,60530.38,-65.07,0.967,0.813,46.52,600,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,5.0,15.0,extra_profit,18.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,754.66,-46.71,0.811,2020-01-02 to 2026-05-20,1197.09,-47.62,0.987,11398.1,-47.62,0.882,0.547,24.68,600,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,rebound_from_low,5.0,10,none,none,none,none,2010-06-25 to 2019-12-31,6515.37,-59.29,1.032,2020-01-02 to 2026-05-20,13662.34,-79.32,1.325,944202.51,-79.32,1.159,0.901,43.65,1065,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,rebound_from_low,5.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,1727.07,-57.12,0.935,2020-01-02 to 2026-05-20,5302.87,-51.02,1.331,102286.86,-57.12,1.115,0.666,26.82,1065,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,rebound_from_low,5.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,1932.68,-56.13,0.957,2020-01-02 to 2026-05-20,5805.87,-50.62,1.345,124413.81,-56.13,1.133,0.679,26.82,1065,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,rebound_from_low,5.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,1872.16,-56.27,0.922,2020-01-02 to 2026-05-20,10259.29,-58.45,1.446,211802.69,-61.45,1.163,0.692,29.07,1065,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,5.0,15.0,rebound_from_low,5.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,653.56,-44.46,0.805,2020-01-02 to 2026-05-20,897.94,-47.01,0.951,7699.89,-47.01,0.863,0.496,15.12,1065,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,rebound_from_low,5.0,15,none,none,none,none,2010-06-25 to 2019-12-31,5806.78,-59.29,1.015,2020-01-02 to 2026-05-20,13880.57,-79.32,1.327,856425.12,-79.32,1.152,0.902,43.77,1043,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,rebound_from_low,5.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,1578.82,-57.12,0.916,2020-01-02 to 2026-05-20,5302.87,-51.02,1.331,93978.99,-57.12,1.105,0.666,26.8,1043,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,rebound_from_low,5.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,1767.74,-56.13,0.938,2020-01-02 to 2026-05-20,5805.87,-50.62,1.345,114310.52,-56.13,1.123,0.679,26.8,1043,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,15.0,rebound_from_low,5.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,1688.28,-56.27,0.901,2020-01-02 to 2026-05-20,10792.06,-58.45,1.457,201927.48,-61.45,1.158,0.693,29.15,1043,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,5.0,15.0,rebound_from_low,5.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,665.17,-44.46,0.783,2020-01-02 to 2026-05-20,897.94,-47.01,0.951,7820.01,-47.01,0.855,0.512,16.32,1043,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 12%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,20.0,extra_profit,12.0,10,none,none,none,none,2010-06-25 to 2019-12-31,9352.28,-60.56,1.084,2020-01-02 to 2026-05-20,5677.24,-87.98,1.152,566297.97,-87.98,1.097,0.971,56.03,701,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,20.0,extra_profit,12.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,2109.12,-55.72,0.957,2020-01-02 to 2026-05-20,2150.46,-66.68,1.069,51465.03,-66.68,0.997,0.727,37.52,701,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,20.0,extra_profit,12.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,2357.72,-54.7,0.978,2020-01-02 to 2026-05-20,2359.98,-66.87,1.086,62608.81,-66.87,1.015,0.74,37.52,701,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 12%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,20.0,extra_profit,12.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,1957.1,-55.96,0.914,2020-01-02 to 2026-05-20,3733.51,-63.43,1.16,81693.22,-63.43,1.019,0.753,39.85,701,123,0
