date,action,symbol,units_after,price,drop_from_anchor_pct,from_symbol,to_symbol,units_before,reason
2016-05-05,BUY_EXTRA_1,SOXL,2.0,1.3492,-20.23,,,,
2016-05-06,BUY_EXTRA_2,SOXL,3.0,1.3547,-19.91,,,,
2016-05-19,SELL_EXTRAS,SOXL,1.0,1.4014,,,,3.0,extra shares max holding days 10
2016-05-19,BUY_EXTRA_1,SOXL,2.0,1.4014,-17.14,,,,
2016-05-24,SELL_EXTRAS,SOXL,1.0,1.6787,,,,2.0,extra shares profit >= 12%
2016-06-10,BUY_EXTRA_1,SOXL,2.0,1.78,-5.02,,,,
2016-06-24,BUY_EXTRA_1,SOXL,2.0,1.5895,-16.88,,,,
2016-06-24,SELL_EXTRAS,SOXL,1.0,1.5895,,,,2.0,extra shares max holding days 10
2016-06-27,BUY_EXTRA_2,SOXL,3.0,1.4002,-26.78,,,,
2016-06-30,SELL_EXTRAS,SOXL,1.0,1.6908,,,,3.0,extra shares profit >= 12%
2016-06-30,BUY_EXTRA_1,SOXL,2.0,1.6908,-11.58,,,,
2016-07-05,BUY_EXTRA_2,SOXL,3.0,1.5537,-18.75,,,,
2016-07-12,SELL_EXTRAS,SOXL,1.0,1.8849,,,,3.0,extra shares profit >= 12%
2016-08-02,BUY_EXTRA_1,SOXL,2.0,2.1804,-7.8,,,,
2016-08-15,SELL_EXTRAS,SOXL,1.0,2.4971,,,,2.0,extra shares profit >= 12%
2016-09-09,BUY_EXTRA_1,SOXL,2.0,2.289,-14.56,,,,
2016-09-15,SELL_EXTRAS,SOXL,1.0,2.5905,,,,2.0,extra shares profit >= 12%
2016-09-26,BUY_EXTRA_1,SOXL,2.0,2.5359,-6.19,,,,
2016-09-30,SELL_EXTRAS,SOXL,1.0,2.9187,,,,2.0,extra shares profit >= 12%
2016-10-11,BUY_EXTRA_1,SOXL,2.0,2.7112,-8.18,,,,
2016-10-25,SELL_EXTRAS,SOXL,1.0,2.8356,,,,2.0,extra shares max holding days 10
2016-10-27,BUY_EXTRA_1,SOXL,2.0,2.7816,-5.79,,,,
2016-11-10,SELL_EXTRAS,SOXL,1.0,2.6032,,,,2.0,extra shares max holding days 10
